
		Plnt	SLoc	Description	Matl Group	Material	MTyp	Material description	BUn	      Unrestricted	Value Unrestricted	Quality Inspection	Value in QualInsp.	           Blocked	Value BlockedStock	   Transit/Transf.	Val. in Trans./Tfr	           Returns	Value Rets Blocked	    Restricted-Use	  Value Restricted
		2000	7232	MG EXEO ILO OSP	31160000	401665	ZFNG	STAINLESS STEEL STRAP 1/2	ROL	                5	         3,884.05	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7232	MG EXEO ILO OSP	31160000	401666	ZFNG	STAINLESS STEEL BUCKLE 3/4	PC	               31	           335.16	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7232	MG EXEO ILO OSP	39121703	401673	ZFNG	LASHING WIRE STAINLESS 1.22MM 190M/RO	ROL	           66.780	        31,121.12	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7232	MG EXEO ILO OSP	39121600	401682	ZFNG	MACHINE BOLT 5/8 DIA. X  8 INCH	PC	               40	         1,923.49	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7232	MG EXEO ILO OSP	26121633	401745	ZFNG	400 PAIRS FSF COPPER TEL. CABLE - 0.4 MM	M	              480	       277,057.54	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7232	MG EXEO ILO OSP	26121633	401747	ZFNG	300 PAIRS FSF COPPER TEL. CABLE - 0.4 MM	M	              640	       290,150.10	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7232	MG EXEO ILO OSP	26121633	401748	ZFNG	200 PAIRS FSF COPPER TEL. CABLE - 0.4 MM	M	            1,130	       340,662.02	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7232	MG EXEO ILO OSP	26121633	401750	ZFNG	100 PAIRS FSF COPPER TEL. CABLE - 0.4 MM	M	              610	       104,287.77	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7232	MG EXEO ILO OSP	26121633	401752	ZFNG	50 PAIRS FSF COPPER TEL. CABLE - 0.4 MM	M	              170	        15,723.69	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7232	MG EXEO ILO OSP	26121633	401755	ZFNG	20 PAIRS FSF COPPER TEL. CABLE - 0.4 MM	M	              520	        23,347.74	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7232	MG EXEO ILO OSP	26121633	401756	ZFNG	10 PAIRS FSF COPPER TEL. CABLE - 0.4 MM	M	              400	        12,782.12	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7232	MG EXEO ILO OSP	39121409	401767	ZFNG	MESSENGER WIRE 6M	M	            2,029	        45,421.45	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7232	MG EXEO ILO OSP	39121705	401776	ZFNG	SUSPENSION CLAMP STRAIGHT	PC	               23	         3,243.18	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7232	MG EXEO ILO OSP	S437	401782	ZFNG	GCA POLE CLAMP 9 - 11 INCH	PC	               39	        13,568.95	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7232	MG EXEO ILO OSP	39121705	401787	ZFNG	LASHING WIRE CLAMP	PC	              100	         1,630.26	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7232	MG EXEO ILO OSP	31160000	402148	ZFNG	STAINLESS STEEL BUCKLE 1/2	PC	              100	           952.39	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7232	MG EXEO ILO OSP	39121705	402291	ZFNG	POLE CLAMP CA, 7-9	PC	               29	         7,787.69	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7232	MG EXEO ILO OSP	39121705	402292	ZFNG	POLE CLAMP RL, 9-11	PC	               40	        13,244.32	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7232	MG EXEO ILO OSP	26121633	402298	ZFNG	24/2C TWISTED COPPER DROPWIRE WM	ROL	                3	        12,810.93	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7232	MG EXEO ILO OSP	39121300	402327	ZFNG	Closure, Aerial, 2 X 19inch, 50-100 PRS	KIT	               40	        41,063.27	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7232	MG EXEO ILO OSP	39121300	402328	ZFNG	Closure, Aerial, 2 X 14inch, 10-50 PRS	KIT	               42	        46,833.57	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7232	MG EXEO ILO OSP	S431	403052	ZFNG	EXTENSION ARM 44	PC	               12	        24,646.38	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7232	MG EXEO ILO OSP	S431	403054	ZFNG	ANCHOR ROD (THIMBLEYE) 5/8 X 6 FEET	PC	                5	         1,494.64	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7232	MG EXEO ILO OSP	39121300	403064	ZFNG	Closure Aerial 4x22 (100-200pairs)	PC	               18	        23,652.58	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7232	MG EXEO ILO OSP	31261502	403318	ZFNG	Alum DP Housing with Lock 10pairs	PC	               60	        81,330.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7232	MG EXEO ILO OSP	39121400	403341	ZFNG	IDCTypeMOD frALU DP10PRS LeftDropWireEnt	PC	               60	       116,065.39	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7232	MG EXEO ILO OSP	39121400	403354	ZFNG	20PR DT2 modules(DT2PTB-10FS12F-RD3/LD3)	PC	               30	       114,113.39	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7232	MG EXEO ILO OSP	31261502	403505	ZFNG	Alum DP Housing with Lock 20pairs	PC	               30	        40,665.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7232	MG EXEO ILO OSP	26121633	803453	ZOSI	50 PAIRS FSF COPPER TEL. CABLE - 0.4 MM	M	              500	        43,215.02	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7232	MG EXEO ILO OSP	26121633	803455	ZOSI	10 PAIRS FSF COPPER TEL. CABLE - 0.4 MM	M	            2,000	        60,302.99	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7233	MG EXEO ORMC OSP	39121300	401557	ZFNG	Closure, Aerial 4.7" x 26"(300-400 PRS) 	KIT	                2	         2,839.82	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7233	MG EXEO ORMC OSP	31160000	401593	ZFNG	TERMINAL BLOCK DISCONNECTION MODULE	PC	                4	           722.75	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7233	MG EXEO ORMC OSP	31160000	401610	ZFNG	VINYL ELEC TAPE PREM. III-BLACK¾X.007X66	ROL	                8	           447.61	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7233	MG EXEO ORMC OSP	39121400	401624	ZFNG	UY CONNECTOR	BOX	          320.810	        38,307.46	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7233	MG EXEO ORMC OSP	31160000	401641	ZFNG	GUY GRIP 5/16 ( 6M )	PC	               89	         6,509.26	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7233	MG EXEO ORMC OSP	31160000	401665	ZFNG	STAINLESS STEEL STRAP 1/2	ROL	            3.833	         2,977.51	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7233	MG EXEO ORMC OSP	31160000	401666	ZFNG	STAINLESS STEEL BUCKLE 3/4	PC	              197	         2,129.90	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7233	MG EXEO ORMC OSP	39121703	401673	ZFNG	LASHING WIRE STAINLESS 1.22MM 190M/RO	ROL	           40.500	        18,873.99	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7233	MG EXEO ORMC OSP	31160000	401692	ZFNG	RING BRIDLE 1 3/4	PC	               78	         1,652.15	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7233	MG EXEO ORMC OSP	39121705	401742	ZFNG	POLE CONCRETE 9.14M - 7A	PC	               58	       681,921.01	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7233	MG EXEO ORMC OSP	26121633	401743	ZFNG	600 PAIRS FSF COPPER TEL. CABLE - 0.4 MM	M	               65	        53,556.21	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7233	MG EXEO ORMC OSP	26121633	401748	ZFNG	200 PAIRS FSF COPPER TEL. CABLE - 0.4 MM	M	              480	       144,705.99	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7233	MG EXEO ORMC OSP	26121633	401750	ZFNG	100 PAIRS FSF COPPER TEL. CABLE - 0.4 MM	M	            1,230	       210,285.18	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7233	MG EXEO ORMC OSP	26121633	401752	ZFNG	50 PAIRS FSF COPPER TEL. CABLE - 0.4 MM	M	              206	        19,053.41	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7233	MG EXEO ORMC OSP	26121633	401755	ZFNG	20 PAIRS FSF COPPER TEL. CABLE - 0.4 MM	M	              350	        15,714.83	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7233	MG EXEO ORMC OSP	39121409	401767	ZFNG	MESSENGER WIRE 6M	M	            2,718	        60,845.49	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7233	MG EXEO ORMC OSP	39121705	402291	ZFNG	POLE CLAMP CA, 7-9	PC	               52	        13,964.14	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7233	MG EXEO ORMC OSP	26121633	402298	ZFNG	24/2C TWISTED COPPER DROPWIRE WM	ROL	               32	       136,649.93	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7233	MG EXEO ORMC OSP	39121300	402327	ZFNG	Closure, Aerial, 2 X 19inch, 50-100 PRS	KIT	               31	        31,824.03	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7233	MG EXEO ORMC OSP	39121300	402328	ZFNG	Closure, Aerial, 2 X 14inch, 10-50 PRS	KIT	                7	         7,805.59	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7233	MG EXEO ORMC OSP	26121600	403012	ZFNG	Fiber Suspension Clamp	PC	                5	            54.06	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7233	MG EXEO ORMC OSP	39121400	403354	ZFNG	20PR DT2 modules(DT2PTB-10FS12F-RD3/LD3)	PC	                4	        15,215.12	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7233	MG EXEO ORMC OSP	26121633	803455	ZOSI	10 PAIRS FSF COPPER TEL. CABLE - 0.4 MM	M	            1,000	        30,151.50	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7234	MG EXEO BCLD OSP	39121409	100896	ZCRP	JUMPER WIRE 5 CONDUCTORS	ROL	                5	         9,270.37	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7234	MG EXEO BCLD OSP	39121400	401618	ZFNG	3M - UG CONNECTOR - ( HALF-TAP )	PC	              160	           742.40	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7234	MG EXEO BCLD OSP	39121400	401624	ZFNG	UY CONNECTOR	BOX	          540.330	        64,520.02	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7234	MG EXEO BCLD OSP	39121409	401628	ZFNG	JUMPER WIRE #24 AWG MONOCHROMATIC 2C	ROL	                1	           700.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7234	MG EXEO BCLD OSP	31160000	401649	ZFNG	BACK BRACE 6 FEET	PC	                1	           770.91	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7234	MG EXEO BCLD OSP	31160000	401666	ZFNG	STAINLESS STEEL BUCKLE 3/4	PC	               10	           108.12	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7234	MG EXEO BCLD OSP	39121703	401673	ZFNG	LASHING WIRE STAINLESS 1.22MM 190M/RO	ROL	               20	         9,320.49	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7234	MG EXEO BCLD OSP	39121705	401677	ZFNG	GROUND ROD CLAMP	PC	               20	           285.64	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7234	MG EXEO BCLD OSP	39121600	401682	ZFNG	MACHINE BOLT 5/8 DIA. X  8 INCH	PC	               31	         1,490.70	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7234	MG EXEO BCLD OSP	39121600	401684	ZFNG	MACHINE BOLT 5/8 DIA. X 3 1/2 WITH NU	PC	               30	           714.33	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7234	MG EXEO BCLD OSP	39121705	401727	ZFNG	POLE CLAMP CA 12IN-14IN	PC	                2	           795.05	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7234	MG EXEO BCLD OSP	26121633	401743	ZFNG	600 PAIRS FSF COPPER TEL. CABLE - 0.4 MM	M	              532	       438,336.96	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7234	MG EXEO BCLD OSP	26121633	401745	ZFNG	400 PAIRS FSF COPPER TEL. CABLE - 0.4 MM	M	              425	       245,311.37	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7234	MG EXEO BCLD OSP	26121633	401747	ZFNG	300 PAIRS FSF COPPER TEL. CABLE - 0.4 MM	M	               80	        36,268.76	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7234	MG EXEO BCLD OSP	26121633	401750	ZFNG	100 PAIRS FSF COPPER TEL. CABLE - 0.4 MM	M	              380	        64,966.15	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7234	MG EXEO BCLD OSP	39121409	401767	ZFNG	MESSENGER WIRE 6M	M	            1,524	        34,116.45	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7234	MG EXEO BCLD OSP	39121705	401776	ZFNG	SUSPENSION CLAMP STRAIGHT	PC	               54	         7,614.42	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7234	MG EXEO BCLD OSP	S437	401778	ZFNG	CROSS OVER CLAMP	PC	               10	           803.60	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7234	MG EXEO BCLD OSP	39121705	401787	ZFNG	LASHING WIRE CLAMP	PC	               50	           815.13	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7234	MG EXEO BCLD OSP	39121400	402130	ZFNG	IDC TYPE(MODULE ONLY) FOR ALUM DP-10 PRS	PC	               48	        51,485.04	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7234	MG EXEO BCLD OSP	39121400	402132	ZFNG	IDC TYPE(MODULE ONLY) FOR ALUM DP-20 PRS	PC	               40	        74,908.45	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7234	MG EXEO BCLD OSP	31261502	402133	ZFNG	ALUMINUM POLE MOUNTED DP HOUSING 10 PRS	PC	               48	        44,364.53	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7234	MG EXEO BCLD OSP	31261502	402134	ZFNG	ALUMINUM POLE MOUNTED DP HOUSING 20 PRS	PC	               40	        45,401.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7234	MG EXEO BCLD OSP	31160000	402148	ZFNG	STAINLESS STEEL BUCKLE 1/2	PC	               64	           609.53	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7234	MG EXEO BCLD OSP	39121705	402291	ZFNG	POLE CLAMP CA, 7-9	PC	                5	         1,342.71	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7234	MG EXEO BCLD OSP	26121633	402298	ZFNG	24/2C TWISTED COPPER DROPWIRE WM	ROL	                2	         8,540.62	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7234	MG EXEO BCLD OSP	39121300	402327	ZFNG	Closure, Aerial, 2 X 19inch, 50-100 PRS	KIT	               13	        13,345.56	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7234	MG EXEO BCLD OSP	31160000	402998	ZFNG	 Alley Arm Steel HDG10PIN Horizontal Bar	PC	                9	        18,609.65	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7234	MG EXEO BCLD OSP	S431	403052	ZFNG	EXTENSION ARM 44	PC	                5	        10,269.33	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7234	MG EXEO BCLD OSP	39121400	403354	ZFNG	20PR DT2 modules(DT2PTB-10FS12F-RD3/LD3)	PC	               26	        98,898.27	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7234	MG EXEO BCLD OSP	31261502	403505	ZFNG	Alum DP Housing with Lock 20pairs	PC	               26	        35,243.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7234	MG EXEO BCLD OSP	26121633	803453	ZOSI	50 PAIRS FSF COPPER TEL. CABLE - 0.4 MM	M	            4,000	       345,720.18	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7234	MG EXEO BCLD OSP	26121633	803454	ZOSI	20 PAIRS FSF COPPER TEL. CABLE - 0.4 MM	M	            2,000	        90,170.92	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7235	MG EXEO DGTE OSP	31160000	401610	ZFNG	VINYL ELEC TAPE PREM. III-BLACK¾X.007X66	ROL	                7	           391.66	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7235	MG EXEO DGTE OSP	39121400	401624	ZFNG	UY CONNECTOR	BOX	          109.860	        13,118.22	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7235	MG EXEO DGTE OSP	31160000	401649	ZFNG	BACK BRACE 6 FEET	PC	               32	        24,669.19	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7235	MG EXEO DGTE OSP	31160000	401692	ZFNG	RING BRIDLE 1 3/4	PC	              209	         4,426.91	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7235	MG EXEO DGTE OSP	39121705	401742	ZFNG	POLE CONCRETE 9.14M - 7A	PC	               10	       117,572.59	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7235	MG EXEO DGTE OSP	26121633	401743	ZFNG	600 PAIRS FSF COPPER TEL. CABLE - 0.4 MM	M	               50	        41,197.08	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7235	MG EXEO DGTE OSP	26121633	401745	ZFNG	400 PAIRS FSF COPPER TEL. CABLE - 0.4 MM	M	              370	       213,565.19	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7235	MG EXEO DGTE OSP	26121633	401747	ZFNG	300 PAIRS FSF COPPER TEL. CABLE - 0.4 MM	M	              445	       201,744.99	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7235	MG EXEO DGTE OSP	26121633	401748	ZFNG	200 PAIRS FSF COPPER TEL. CABLE - 0.4 MM	M	              725	       218,566.34	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7235	MG EXEO DGTE OSP	26121633	401750	ZFNG	100 PAIRS FSF COPPER TEL. CABLE - 0.4 MM	M	              370	        63,256.52	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7235	MG EXEO DGTE OSP	26121633	401752	ZFNG	50 PAIRS FSF COPPER TEL. CABLE - 0.4 MM	M	              180	        16,648.61	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7235	MG EXEO DGTE OSP	26121633	401755	ZFNG	20 PAIRS FSF COPPER TEL. CABLE - 0.4 MM	M	              290	        13,020.86	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7235	MG EXEO DGTE OSP	26121633	401756	ZFNG	10 PAIRS FSF COPPER TEL. CABLE - 0.4 MM	M	               30	           958.66	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7235	MG EXEO DGTE OSP	39121409	401767	ZFNG	MESSENGER WIRE 6M	M	              844	        18,893.89	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7235	MG EXEO DGTE OSP	39121705	402292	ZFNG	POLE CLAMP RL, 9-11	PC	                6	         1,986.65	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7235	MG EXEO DGTE OSP	S423	403008	ZFNG	POLE CONCRETE 10.6 M-7A	PC	               30	       374,463.33	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7235	MG EXEO DGTE OSP	S419	403050	ZFNG	Machine Bolt 5/8 dia 6inch	PC	               11	           384.02	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7235	MG EXEO DGTE OSP	S431	403052	ZFNG	EXTENSION ARM 44	PC	               16	        32,861.84	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7235	MG EXEO DGTE OSP	39121300	403064	ZFNG	Closure Aerial 4x22 (100-200pairs)	PC	               20	        26,280.64	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7235	MG EXEO DGTE OSP	39121300	403066	ZFNG	Closure Aerial 6.5x32 (500-600pairs)	PC	               14	        41,264.27	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7235	MG EXEO DGTE OSP	31261502	403318	ZFNG	Alum DP Housing with Lock 10pairs	PC	               50	        67,775.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7235	MG EXEO DGTE OSP	39121400	403341	ZFNG	IDCTypeMOD frALU DP10PRS LeftDropWireEnt	PC	               50	        96,721.16	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7235	MG EXEO DGTE OSP	39121400	403354	ZFNG	20PR DT2 modules(DT2PTB-10FS12F-RD3/LD3)	PC	               53	       201,600.32	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7235	MG EXEO DGTE OSP	31261502	403505	ZFNG	Alum DP Housing with Lock 20pairs	PC	               47	        63,708.50	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7236	VIS MG EXEO AKLN	31160000	401588	ZFNG	SLEEVE PROTECTION SLEEVE FOR FIBER OPTIC	PC	            1,144	         3,074.94	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7236	VIS MG EXEO AKLN	31160000	401641	ZFNG	GUY GRIP 5/16 ( 6M )	PC	              457	        33,423.93	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7236	VIS MG EXEO AKLN	31160000	401649	ZFNG	BACK BRACE 6 FEET	PC	               38	        29,294.66	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7236	VIS MG EXEO AKLN	39121703	401673	ZFNG	LASHING WIRE STAINLESS 1.22MM 190M/RO	ROL	              129	        60,117.16	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7236	VIS MG EXEO AKLN	39121600	401682	ZFNG	MACHINE BOLT 5/8 DIA. X  8 INCH	PC	               50	         2,404.36	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7236	VIS MG EXEO AKLN	39121705	401716	ZFNG	POLE CLAMP 2A (8IN-10IN)	PC	               69	        18,079.87	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7236	VIS MG EXEO AKLN	39121705	401740	ZFNG	POLE CONCRETE POLE 9.14 M - 7AR	PC	               30	       334,377.79	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7236	VIS MG EXEO AKLN	39121409	401767	ZFNG	MESSENGER WIRE 6M	M	            4,098	        91,738.34	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7236	VIS MG EXEO AKLN	39121705	401776	ZFNG	SUSPENSION CLAMP STRAIGHT	PC	               96	        13,536.75	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7236	VIS MG EXEO AKLN	S437	401781	ZFNG	GCA POLE CLAMP 8 - 10 INCH	PC	               50	        17,189.62	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7236	VIS MG EXEO AKLN	S437	401782	ZFNG	GCA POLE CLAMP 9 - 11 INCH	PC	               33	        11,481.42	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7236	VIS MG EXEO AKLN	39121705	401787	ZFNG	LASHING WIRE CLAMP	PC	              100	         1,630.26	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7236	VIS MG EXEO AKLN	26121607	401791	ZFNG	FIBER OPTIC CABLES 72 CORE	M	            4,000	       113,164.29	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7236	VIS MG EXEO AKLN	26121600	401794	ZFNG	FIBER CLEANING TISSUE	BOX	               39	         3,516.60	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7236	VIS MG EXEO AKLN	26121600	401802	ZFNG	EXTENSION ARM (44-1/2 IN)	PC	               10	        20,272.32	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
