
		Plnt	SLoc	Description	Matl Group	Material	MTyp	Material description	BUn	      Unrestricted	Value Unrestricted	Quality Inspection	Value in QualInsp.	           Blocked	Value BlockedStock	   Transit/Transf.	Val. in Trans./Tfr	           Returns	Value Rets Blocked	    Restricted-Use	  Value Restricted
		2000	1945	LPIM MANUAL ISS2	43221700	816008	ZOSI	150W AC Power Module(Gray)	PC	                2	         7,529.11	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1945	LPIM MANUAL ISS2	43221700	816013	ZOSI	ATN 2U Standard Auxiliary Material Pkg	PC	                5	        15,197.79	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1945	LPIM MANUAL ISS2	43221700	816015	ZOSI	Optical Transceiver eSFP1310nmLCSM,40km	PC	                5	       114,213.08	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1945	LPIM MANUAL ISS2	43223108	816588	ZOSI	NW ARUBA Access Controller 7010	PC	                1	        85,000.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1945	LPIM MANUAL ISS2	43222600	816922	ZOSI	ANTENNA Indr Ruckus R510 DB	PC	                1	         9,106.64	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1947	BBDSC - OH	S302	308185	ZMCG	GHP128K REG POSTPAID 1.3 PIO_INNOV	PC	                0	             0.00	                0	             0.00	                0	             0.00	                3	            27.04	                0	             0.00	                0	             0.00
		2000	1947	BBDSC - OH	S324	312388	ZMCG	GHP128K LTE @ HOME POSTPAID SIM_INNOVE	PC	                0	             0.00	                0	             0.00	                0	             0.00	                3	           216.31	                0	             0.00	                0	             0.00
		2000	1951	BLPI OSI PROJECT	43221705	811839	ZOSI	Patch cord-LC/PC-SC/PC-Single modG.652D	UNT	                8	         4,158.44	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1951	BLPI OSI PROJECT	43222600	813758	ZOSI	Packet Enhanced Assembly ChassisOSN1800	PC	                2	        93,123.58	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1951	BLPI OSI PROJECT	43222600	814097	ZOSI	Blank Panel MA561X 265*50.9*19.8cubicmm	PC	                2	           490.05	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1951	BLPI OSI PROJECT	43221700	815853	ZOSI	Signal Cable C00SSTC10 2.3m	PC	                1	           322.98	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1951	BLPI OSI PROJECT	43221700	815855	ZOSI	Door Magnetic Switch E000DMS00 3*12.7mm	PC	                5	           159.18	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1951	BLPI OSI PROJECT	43221705	819281	ZOSI	HT-LTE-AGOpticalTransvr1310NM-LC-SM-10KM	PC	              199	     2,125,126.30	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1951	BLPI OSI PROJECT	43221705	819355	ZOSI	DCM(T) DISPERSION COMPENSATION(10KM)	PC	                1	        55,852.90	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1953	LPIM CBBG DISP 2	43222609	201806	ZBCG	CON-PSRT-2901_ROUTER SUPPORT	PC	                1	         3,985.88	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1953	LPIM CBBG DISP 2	26121609	202231	ZBCG	CABLE Patchcord SC-LC-SM (3MM) SX 20M	PC	                7	           707.65	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1953	LPIM CBBG DISP 2	26121609	202274	ZBCG	CABLE Patchcord SC-SC-SM(3MM)-SX 40M	PC	                4	           596.79	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1953	LPIM CBBG DISP 2	S421	401695	ZFNG	JACKETED WIRE TAPIN CLIP ( LOCAL )	PC	            1,900	         2,765.01	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1953	LPIM CBBG DISP 2	43221700	804506	ZOSI	3FE27420AA,NPOT-A,ISAM FD PSTN LineBoard	PC	                4	       314,495.46	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1954	LPIC CBBG DISP 2	S210	201044	ZBCG	MODEM ZTE MF 600 HSDPA	PC	                1	         5,360.48	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	26121609	201509	ZBCG	CAB-ETH-S-RJ45 CISCO CABLE	PC	                9	         4,461.77	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	43222600	201554	ZBCG	BROADGATE BG-20 OTR4_S3 STM4 TRANSCEIVER	PC	               20	       160,306.55	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	43222600	201575	ZBCG	TELLABS 1000BASE-LX10 TR-0012 SFP FO	PC	                1	         5,224.41	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	43222600	201577	ZBCG	TELLABS PIM3P 6XE3/DS3 MODULE CM3579	PC	                5	       194,741.22	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	43222600	201579	ZBCG	TELLABS S-1.1 TR-0001 SFP FO TRANSCEIVER	PC	                3	         9,358.92	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	43222600	201580	ZBCG	TELLABS EMAP 4X10/100T 2XSFP ETH MODULE	PC	                4	       145,583.02	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	43222600	201584	ZBCG	TELLABS L-4.1 TR-0005 SFP FO TRANSCEIVER	PC	                7	        56,595.17	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	43222600	201588	ZBCG	TELLABS FO TRANSCEIVER S16.1 SFP TR-0007	PC	                1	        11,640.41	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	43222609	201595	ZBCG	ROUTER CAB-SS-V35 MT CABLE	PC	               15	        29,483.32	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	26121609	201597	ZBCG	PATCH PANEL RJ-45 24 PORTS	PC	                5	         6,668.75	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	43222600	201604	ZBCG	TELLABS1000BASE-T SFP TR-0013TRANSCEIVER	PC	                6	        30,684.74	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	43222600	201608	ZBCG	CISCO HWIC-2FE MODULE CARD	PC	               17	       560,619.62	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	43222609	201645	ZBCG	CISCO 1941/K9 ROUTER	PC	               62	     1,981,870.68	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	43222600	201734	ZBCG	BG-30B Assembled_Multiplexer	PC	               14	       730,050.65	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	43222600	201735	ZBCG	DMGE_4_L2 (BG30)_MODULE	PC	               13	     1,831,196.97	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	43222600	201739	ZBCG	 OTR16_S3 (BG30)_TRANSCEIVER	PC	               37	       386,349.04	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	43222600	201740	ZBCG	OTGBE_SX (BG-20B)_MODULE	PC	                1	         3,007.47	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	43222609	201743	ZBCG	CISCO2921/K9_ROUTER	PC	                4	       328,289.74	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	43222609	201744	ZBCG	CISCO2901/K9_ROUTER	PC	               10	       393,739.45	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	43222609	201746	ZBCG	CISCO2911/K9_ROUTER	PC	                2	       119,759.50	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	S213	201770	ZBCG	LTE ANTENNA ARP-DP (1800-2600)-9 ver 2	PC	               11	        16,111.85	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	43222609	201791	ZBCG	CON-PSRT-2921_ROUTER SUPPORT	PC	                3	        22,450.88	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	43222609	201793	ZBCG	CON-PSRT-1941_ROUTER SUPPORT	PC	               11	        19,959.35	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	43222600	201796	ZBCG	MCP30B-X37710_MODULE	PC	               16	       271,460.08	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	43222600	201800	ZBCG	ETGBE-X73915_MODULE	PC	               23	       181,087.67	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	43222600	201801	ZBCG	T_SLOT_BLANK PANEL-X13365_SLOT COVER	PC	               35	         9,090.15	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	43222600	201803	ZBCG	ETSI MOUNT_BG30-X36233_INST ACCESSORIES	PC	               36	        22,417.37	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	43222628	201805	ZBCG	CTCU FRM220A-iMux8T-R 8E1 to FE_MODEM	PC	              275	     6,791,400.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	43222609	201806	ZBCG	CON-PSRT-2901_ROUTER SUPPORT	PC	                8	        31,887.08	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	26121609	201808	ZBCG	CAB-CONSOLE-RJ45_CABLE	PC	               89	        47,227.27	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	43222600	201810	ZBCG	ETSI MOUNT_BG20C-X37510_INST ACCESSORIES	PC	                2	         3,446.23	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	26121609	201819	ZBCG	BRK 1.0A 80VDC 1POLE/MD-ON313774_CABLE	PC	               38	        59,689.42	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	S206	201820	ZBCG	L-SL-29-DATA-K9	PC	                1	        12,307.57	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	43222600	201821	ZBCG	L-SL-29-UC-K9	PC	                1	        12,252.02	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	S206	201831	ZBCG	SL-29-UC-K9	PC	                2	        24,190.63	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	43222600	201872	ZBCG	ML600 19inch Equipment Tray	PC	               27	        76,857.19	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	43222600	201880	ZBCG	CB-TIE 6 ON204757	PC	              130	        22,492.23	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	43222600	201881	ZBCG	ETSI ECI OPTICAL 2.2M RACK (010) X42582	PC	               12	       260,560.86	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	43222600	201891	ZBCG	BRK 5.0A 80VDC 1POLE/MD-ON313776	PC	               70	       127,646.57	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	43222628	201932	ZBCG	MODEM 7305 ETHERNET DEMARCATION DEVICE	PC	                2	        52,982.85	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	43222600	201935	ZBCG	SFPMODULERJ45TwistedPair10/100/1000BaseT	PC	                5	        24,500.52	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	43222609	202110	ZBCG	ROUTER 1424 SHDSL bis 4P Router AC CP	PC	                5	       126,307.27	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	43222609	202132	ZBCG	ROUTER Support CON-PSRT-3925	PC	                3	        45,149.98	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	26121609	202134	ZBCG	CABLE PatchCord LC-LC-SM(3MM)-DX 30M	PC	                1	           302.30	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	26121609	202137	ZBCG	CABLE PatchCord LC-LC-MM(3MM)-DX 3M	PC	              128	        11,302.40	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	26121609	202138	ZBCG	CABLE PatchCord LC-LC-SM(3MM)-DX 5M	PC	               13	         1,157.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	26121609	202141	ZBCG	CABLE PatchCord LC-LC-MM(3MM)-DX 9M	PC	              203	        32,075.43	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	26121609	202145	ZBCG	CABLE PatchCord FC-SC-SM(2MM)-SX 10M	PC	                2	           208.16	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	26121609	202150	ZBCG	CABLE PatchCord LC-LC-SM(2MM)-SX 9M	PC	                1	           165.46	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	26121609	202151	ZBCG	CABLE PatchCord LC-LC-SM(2MM)-SX 20M	PC	                2	           240.50	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	S213	202153	ZBCG	FiberHome LTE Antenna 9DBi	PC	            1,420	       799,126.30	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	26121609	202225	ZBCG	CABLE Patchcord  SC-SC-SM (3MM) SX 9M	PC	                2	           159.38	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	26121609	202229	ZBCG	CABLE Patchcord SC-SC-SM (3MM) SX 60M	PC	              181	        35,014.76	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	26121609	202231	ZBCG	CABLE Patchcord SC-LC-SM (3MM) SX 20M	PC	                2	           202.18	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	26121609	202233	ZBCG	CABLE Patchcord SC-LC-SM (3MM) SX 60M	PC	              213	        42,663.96	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	26121609	202234	ZBCG	CABLE Patchcord LC-LC-SM(3MM) SX 20M	PC	              209	        21,811.76	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	26121609	202235	ZBCG	CABLE Patchcord LC-LC-SM(3MM) SX 30M	PC	              237	        30,307.42	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	26121609	202236	ZBCG	CABLE Patchcord LC-LC-MM(3MM) SX 3M	PC	              733	        43,323.79	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	26121609	202237	ZBCG	CABLE Patchcord LC-LC-MM(3MM) SX 60M	PC	               97	        26,929.04	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	26121609	202238	ZBCG	CABLE Patchcord FC-LC-SM(3MM) SX 3M	PC	                7	           566.09	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	26121609	202240	ZBCG	CABLE Patchcord FC-LC-SM(3MM) SX 20M	PC	              104	        12,844.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	26121609	202241	ZBCG	CABLE Patchcord FC-LC-SM(3MM) SX 30M	PC	               82	        13,082.07	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	26121609	202242	ZBCG	CABLE Patchcord FC-SC-MM(3MM) SX 20M	PC	              697	        85,255.55	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	26121609	202273	ZBCG	CABLE Patchcord SC-LC-SM(2MM)-SX 40M	PC	               13	         1,939.27	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	26121609	202274	ZBCG	CABLE Patchcord SC-SC-SM(3MM)-SX 40M	PC	              393	        58,634.72	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	26121609	202275	ZBCG	CABLE Patchcord LC-LC-SM(3MM)-SX 40M	PC	              459	        70,698.98	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	26121609	202276	ZBCG	CABLE Patchcord LC-LC-MM(3MM)-SX 40M	PC	              778	       142,534.46	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	26121609	202277	ZBCG	CABLE Patchcord LC-LC-MM(3MM)-SX 30M	PC	              766	       118,383.45	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	26121609	202278	ZBCG	CABLE Patchcord LC-LC-MM(3MM)-SX 20M	PC	              636	        77,335.87	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	26121609	202279	ZBCG	CABLE Patchcord LC-LC-SM(3MM)-SX 20M	PC	              245	        25,505.63	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	26121609	202280	ZBCG	CABLE Patchcord FC-LC-SM(3MM)-SX 20M	PC	               80	         9,880.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	26121609	202281	ZBCG	CABLE Patchcord FC-LC-SM(3MM)-SX 40M	PC	               62	        11,499.14	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	26121609	202282	ZBCG	CABLE Patchcord FC-SC-SM(3MM)-SX 10M	PC	                1	            96.79	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	43222609	202289	ZBCG	ROUTER MODULE NIM-1T= 1Port WAN	PC	               16	       143,920.56	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	43222600	202311	ZBCG	eSFP OpticalTransceiverLC 1310nm SM,40km	PC	              164	       818,202.15	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	43222600	202323	ZBCG	OpticalFunctionalModule SFP-GE-1000BaseT	PC	              145	       835,940.60	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	43222600	202324	ZBCG	OpticalTransceiver1310nm,eSFP,LC,SM,10km	PC	              141	       430,455.03	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	26121609	202325	ZBCG	SignalCable 0.3m, MP8-II,CC4P0 CSPC00301	PC	               95	        28,818.05	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	26121609	202326	ZBCG	SingleCable,SerialPortCable 3m CSPC00300	PC	               99	        15,010.59	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	26121609	202327	ZBCG	IEC Box Mounting Ear E2309MK00	PC	              108	        11,037.63	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	26121609	202328	ZBCG	TwistedPairCable100ohm 5eUTP,0.51mm8Core	M	           12,820	       254,798.94	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	26121609	202329	ZBCG	Trunk Cable 10m 120ohm 1E1 0.4mm	PC	              532	       251,158.66	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	26121609	202330	ZBCG	Optical Patch Cord (PCS) F000FSL00	PC	            1,949	       879,064.24	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	39121405	202331	ZBCG	FixedOpticalAttenuator1260nm-1620nmLC/PC	PC	              730	       845,059.53	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	43222600	202340	ZBCG	NW EquipAC Assembly Chassis OSN550	PC	               17	       461,445.65	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	43222600	202341	ZBCG	NW EquipControl-XCBoard 1*10GE/1*STM-16	PC	               11	     1,880,789.51	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	43222600	202342	ZBCG	NW EquipSwitch Board 4-port GE	PC	               12	       976,742.81	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	43222600	202343	ZBCG	OpticalTranscvr  eSFP,1310nm,LC,SM,15km	PC	               61	       419,430.16	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	43222600	202344	ZBCG	OpticalTranscvr SFP FE SX,LC,MM1310,2km	PC	              134	       254,868.17	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	43222600	202345	ZBCG	OpticalTranscvr eSFP-1000BASE-LX SM 10km	PC	              117	       559,142.66	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	S211	202369	ZBCG	 BRACKET TELCOM 10FT	PC	              953	       377,388.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	S211	202371	ZBCG	 BRACKET INTOGADGETS 10FT	PC	              500	       198,499.93	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	43222628	202402	ZBCG	CTE2-R_MODEM	PC	                6	       143,517.03	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	43222609	202403	ZBCG	Four Faith F3827 4G Router	PC	               12	       119,372.34	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	26121609	202404	ZBCG	CABLE PatchCord SC-LC MM(3MM)SX 30M	PC	              404	        61,004.32	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	26121609	202405	ZBCG	CABLE PatchCord SC-LC MM(3MM)-SX 40M	PC	              678	       120,588.11	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	26121609	202407	ZBCG	CABLE PatchCord SC-LC MM(3MM)-SX 20M	PC	              496	        59,805.60	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	26121609	202408	ZBCG	CABLE PatchCord SC-LC MM(3MM)-SX 50M	PC	              434	        97,281.10	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	26121609	202409	ZBCG	CABLE PatchCord FC-SC MM(3MM)-SX 10M	PC	              523	        43,857.47	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	43222600	202410	ZBCG	OptiX OSN500 TransProcessBoard 1Port GE	PC	              130	     3,686,052.50	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	43222600	202412	ZBCG	Assembly Chassis OSN500_AC_STM1 and 4	PC	               15	        53,851.35	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	43222600	202413	ZBCG	Integrated System ControlUnit 2xSTM-1_AC	PC	               12	       547,668.60	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	43222628	202433	ZBCG	MiniFlexFlatRackSHDSLbisOpticalMiniDSLAM	PC	                1	       254,687.50	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1956	LPIM OSI BCFU SP	S213	202434	ZBCG	LTEOD HT B2368-57 Modem Kit	KIT	               16	             8.88	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
